date,value
2007-01-05,24.270000457763672
2007-01-08,24.329999923706055
2007-01-09,24.100000381469727
2007-01-10,23.100000381469727
2007-01-11,22.389999389648438
2007-01-12,22.780000686645508
2007-01-16,22.030000686645508
2007-01-17,22.350000381469727
2007-01-18,21.959999084472656
2007-01-19,22.790000915527344
2007-01-22,22.43000030517578
2007-01-23,23.149999618530273
2007-01-24,23.299999237060547
2007-01-25,23.010000228881836
2007-01-26,23.489999771118164
2007-01-29,22.81999969482422
2007-01-30,23.8700008392334
2007-01-31,24.440000534057617
2007-02-01,24.059999465942383
2007-02-02,24.780000686645508
2007-02-05,24.809999465942383
2007-02-06,24.59000015258789
2007-02-07,24.260000228881836
2007-02-08,25.1299991607666
2007-02-09,25.079999923706055
2007-02-12,24.399999618530273
2007-02-13,24.959999084472656
2007-02-14,24.440000534057617
2007-02-15,24.299999237060547
2007-02-16,24.889999389648438
2007-02-20,24.549999237060547
2007-02-21,24.950000762939453
2007-02-22,25.469999313354492
2007-02-23,25.6200008392334
2007-02-26,25.850000381469727
2007-02-27,25.25
2007-02-28,26.100000381469727
2007-03-01,25.959999084472656
2007-03-02,25.850000381469727
2007-03-05,25.110000610351562
2007-03-06,25.43000030517578
2007-03-07,26.149999618530273
2007-03-08,26.079999923706055
2007-03-09,25.450000762939453
2007-03-12,25.0
2007-03-13,24.920000076293945
2007-03-14,25.030000686645508
2007-03-15,24.90999984741211
2007-03-16,24.739999771118164
2007-03-19,24.8700008392334
2007-03-20,24.760000228881836
2007-03-21,24.75
2007-03-22,25.520000457763672
2007-03-23,25.639999389648438
2007-03-26,26.049999237060547
2007-03-27,26.0
2007-03-28,26.489999771118164
2007-03-29,27.399999618530273
2007-03-30,27.149999618530273
2007-04-02,27.229999542236328
2007-04-03,26.719999313354492
2007-04-04,26.520000457763672
2007-04-05,26.579999923706055
2007-04-09,25.75
2007-04-10,26.329999923706055
2007-04-11,26.299999237060547
2007-04-12,26.559999465942383
2007-04-13,26.579999923706055
2007-04-16,26.43000030517578
2007-04-17,25.969999313354492
2007-04-18,26.010000228881836
2007-04-19,25.739999771118164
2007-04-20,25.920000076293945
2007-04-23,26.479999542236328
2007-04-24,26.010000228881836
2007-04-25,26.639999389648438
2007-04-26,26.329999923706055
2007-04-27,26.639999389648438
2007-04-30,26.510000228881836
2007-05-01,26.350000381469727
2007-05-02,26.260000228881836
2007-05-03,26.290000915527344
2007-05-04,26.020000457763672
2007-05-07,25.780000686645508
2007-05-08,25.899999618530273
2007-05-09,25.75
2007-05-10,25.93000030517578
2007-05-11,26.030000686645508
2007-05-14,25.8799991607666
2007-05-15,26.25
2007-05-16,25.899999618530273
2007-05-17,26.549999237060547
2007-05-18,26.510000228881836
2007-05-21,26.780000686645508
2007-05-22,26.3700008392334
2007-05-23,26.559999465942383
2007-05-24,26.3700008392334
2007-05-25,26.530000686645508
2007-05-29,25.8799991607666
2007-05-30,25.940000534057617
2007-05-31,26.010000228881836
2007-06-01,26.31999969482422
2007-06-04,26.700000762939453
2007-06-05,26.530000686645508
2007-06-06,26.56999969482422
2007-06-07,26.790000915527344
2007-06-08,26.030000686645508
2007-06-11,26.5
2007-06-12,26.3700008392334
2007-06-13,26.729999542236328
2007-06-14,26.959999084472656
2007-06-15,27.1299991607666
2007-06-18,27.40999984741211
2007-06-19,27.239999771118164
2007-06-20,26.84000015258789
2007-06-21,26.90999984741211
2007-06-22,27.219999313354492
2007-06-25,27.280000686645508
2007-06-26,26.760000228881836
2007-06-27,26.729999542236328
2007-06-28,26.829999923706055
2007-06-29,27.100000381469727
2007-07-02,27.309999465942383
2007-07-03,27.399999618530273
2007-07-05,27.459999084472656
2007-07-06,27.6299991607666
2007-07-09,27.670000076293945
2007-07-10,27.790000915527344
2007-07-11,27.700000762939453
2007-07-12,27.639999389648438
2007-07-13,27.75
2007-07-16,27.479999542236328
2007-07-17,27.200000762939453
2007-07-18,27.65999984741211
2007-07-19,27.899999618530273
2007-07-20,27.68000030517578
2007-07-23,27.719999313354492
2007-07-24,27.219999313354492
2007-07-25,27.8700008392334
2007-07-26,27.190000534057617
2007-07-27,27.65999984741211
2007-07-30,27.549999237060547
2007-07-31,27.84000015258789
2007-08-01,27.709999084472656
2007-08-02,27.950000762939453
2007-08-03,27.540000915527344
2007-08-06,26.760000228881836
2007-08-07,26.899999618530273
2007-08-08,26.68000030517578
2007-08-09,26.520000457763672
